"サービス","想定エリア","法人名","優先度","適合根拠","公式URL","窓口メール","電話番号","打診方法","即時打診可否","既存打診状況","送信前確認","根拠"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","日本電機産業株式会社","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","tokyo2@q.email.ne.jp","","メール","可","既存打診履歴あり：回答待ち","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社キューピクル","S","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","https://cupicle.co.jp/company/","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社広宣社","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","https://www.kosen-net.co.jp/service/emss/","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社関東電気自主検査協会","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","有限会社久川電気管理事務所","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","有限会社山下電気設計事務所","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社ハマ・メンテ","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社アーステラ","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","亨和テクニカル株式会社","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","ライフレック株式会社","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","info@lifelec.co.jp","","メール","可","既存打診履歴あり：辞退","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社でんきかんりみらい","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","既存打診履歴あり：回答待ち","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","エクスゲート株式会社","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","レジル電気保安株式会社","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社東京電気保安協会","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社東京電気保安管理","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社東日本電気保安サービス","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社日本電気保安協会","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社関東保安サービス","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社電気保安管理センター","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社電気保安協会","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社高圧保安サービス","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社ユニバーサル電気保安","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社電力保安協会","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社電気設備保全センター","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社エネルギー保安センター","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"自家用電気工作物点検(キュービクル)","東京都江戸川区（過去案件）","株式会社東関東電気保安","A","高圧受変電設備の月次・年次点検、保安管理業務外部委託に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","関東東北産業保安監督部 電気保安法人一覧・公式サイト"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社新空調","S","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","既存打診履歴あり：送信保留","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社浜設","S","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","既存打診履歴あり：送信保留","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社タカゼン","S","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","既存打診履歴あり：送信保留","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","東3冷凍機株式会社","S","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","customer@tousan.co.jp","","メール","可","既存打診履歴あり：回答待ち","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社ミナミテクノ","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","https://e-mtec.co.jp/business-repair","contact@e-mtec.co.jp","","メール","可","既存打診履歴あり：回答待ち","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社トップエアサービス","S","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","info@topair-service.com","","メール","可","既存打診履歴あり：不達","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","日本ビルコン株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","既存打診履歴あり：未依頼","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","三菱重工サーマルシステムズ株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社エコ・プラン","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","info@ecology-plan.co.jp","","メール","可","既存打診履歴あり：回答待ち","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社エコネスト","S","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","https://www.econest.co.jp/","","","公式フォーム","可","既存打診履歴あり：回答待ち","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","ワシズ機械株式会社","S","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","https://www.e-washizu.co.jp/","","","公式フォーム","可","既存打診履歴あり：回答待ち","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","ワンオール株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","既存打診履歴あり：回答待ち","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","中日株式会社","S","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","有限会社リョウテック","S","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","https://www.ryoutech.com/service/inspection.html","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社アカツキ電装","S","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社星空調機器","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","三晃プラント株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社立松空調サービス","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社エアーフ","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社アール・エス・シー中部","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社L&E","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社エヌケーサービス","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社T-JACK","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社空調舎","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","シンク空調サービス株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社ナガタクウセツ","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","J-TEC株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","有限会社イマイ","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","大冷工業株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社尾張空調","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","エヌケーエス設備株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","有限会社愛知ビル管理","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","メイセイ株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","https://meisei-s.co.jp/business_01.html","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社東海エアーシステム","S","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","https://www.tokaiairsystem.com/","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社オオマキ","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","https://www.omaki.jp/","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社本陣冷機工業","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","https://honjinreiki171.com/information","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社レボテクノ","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","https://revo-techno.com/","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","ホシザキ東海株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","https://hoshizaki-tokai.co.jp/maintenance","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","ミカタ株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","https://aircon-sc-tokai.com/company/","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社エミテック","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","https://www.emitec-official.com/","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社東和総合サービス","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","https://www.to-wa.info/service/aircon/inspection/","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社ダイキンHVACソリューション東海","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","パナソニック産機システムズ株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","三菱電機ビルソリューションズ株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","東芝キヤリア空調サービス株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","日立グローバルライフソリューションズ株式会社","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社日立ビルシステム","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社朝日機器エンジニアリング","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社日本空調サービス","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"フロン排出抑制法定期点検","愛知県北名古屋市（過去案件）","株式会社太平エンジニアリング","A","業務用空調・冷凍冷蔵設備の簡易/定期点検、記録作成または第一種フロン類充填回収に対応","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","愛知県第一種フロン類充填回収業者名簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","サインエフェクト株式会社","S","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","web-toiawase@signeffect.co.jp","","メール","可","既存打診履歴あり：回答待ち","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","デザインスタジオ エクセル株式会社","S","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
